"id" "text" "screenname" "isretweet" "retweeted" "created"
"1" "541380016123019265" "@tommymessbauer @Oracle @joyent The only bed this rumor should be in is a death bed -- it has no basis in fact." "bcantrill" FALSE FALSE 1417910028
"2" "541376018536497152" "RT @Oracle: Oracle CEO Mark Hurd: Make #HR A Real-Time Application:
http://t.co/nH4xaDPWB3" "ginaoliveirasa" TRUE FALSE 1417909075
"3" "541375953029844992" "RT @Oracle: Believe it or not, #Movember is a lot like good data. http://t.co/KssLJCrbCe" "ginaoliveirasa" TRUE FALSE 1417909060
"4" "541375945299730432" "RT @Oracle: Digital transformation is disrupting today's marketplace. How can you harness business-led #IT? http://t.co/W7CIsT3ZgM via @For…" "ginaoliveirasa" TRUE FALSE 1417909058
"5" "541375927356489728" "RT @Oracle: The Who, What and Chatter of
Holiday Electronics Shoppers: http://t.co/xr8OuAkSj8 #BlackFriday #CyberMonday http://t.co/Fup41Ym…" "ginaoliveirasa" TRUE FALSE 1417909054
"6" "541375917340508160" "RT @Oracle: How are #mobile purchases playing a role in #holidayshopping this year? [#STUDY] http://t.co/DgXZBDSFS4 http://t.co/LqxKeRxCWC" "ginaoliveirasa" TRUE FALSE 1417909051
"7" "541375908238884864" "RT @Oracle: What does innovation mean in the world of #HR ? Interview w/ @Oracle’s Henry Barenholz http://t.co/QHt2ht7yuC via @OracleHCM" "ginaoliveirasa" TRUE FALSE 1417909049
"8" "541375898675838976" "RT @Oracle: Consumer behavior around #holidayshopping and the latest gadgets revealed. [#STUDY] http://t.co/9K6XM9Bsqm http://t.co/DKyf7146…" "ginaoliveirasa" TRUE FALSE 1417909047
"9" "541375888861179904" "RT @Oracle: Are your organization's training needs being met? [#Infographic] via @Oracle_Edu http://t.co/AvgCMKuaup" "ginaoliveirasa" TRUE FALSE 1417909044
"10" "541375878765477888" "RT @Oracle: An innovative mix of hosted and #cloud solutions helps Shelf Drilling succeed in new waters - http://t.co/JG13g48GSa via @Oracl…" "ginaoliveirasa" TRUE FALSE 1417909042
"11" "541375873484480513" "@bcantrill @Oracle @joyent So we can put this rumor to bed for the rest of 2014?" "tommymessbauer" FALSE FALSE 1417909041
"12" "541375863770841089" "RT @Oracle: Wishing everyone a happy and safe weekend. #givethanks
#thanksgiving #oracle http://t.co/rzLD2WTSMg" "ginaoliveirasa" TRUE FALSE 1417909038
"13" "541375849065635840" "RT @Oracle: Marketing #data needs to be carefully pruned like the finest of mustaches - http://t.co/lD7W8BqCIJ #Movember" "ginaoliveirasa" TRUE FALSE 1417909035
"14" "541375838458249216" "RT @Oracle: Why are consumers shopping #BlackFriday this year? [#STUDY] via @edisonresearch @Oracle - http://t.co/DgXZBDSFS4 http://t.co/td…" "ginaoliveirasa" TRUE FALSE 1417909032
"15" "541375826152161280" "RT @Oracle: Are consumers doing the bulk of their #holidayshopping today? #BlackFriday http://t.co/9K6XM9Bsqm http://t.co/JP10Cgqcmt" "ginaoliveirasa" TRUE FALSE 1417909029
"16" "541375761626963968" "RT @Oracle: How closely do consumers stick to their #holidayshopping plans? [#STUDY] http://t.co/DgXZBDSFS4 via @edisonresearch @Oracle" "ginaoliveirasa" TRUE FALSE 1417909014
"17" "541375754517643265" "RT @Oracle: The Internet of Things 101 - http://t.co/DRAtrQIjch #IoT via @Oraclejavamag" "ginaoliveirasa" TRUE FALSE 1417909012
"18" "541375747982917633" "RT @Oracle: Where will @OracleTeamUSA be defending the 35th #AmericasCup? Location revealed today at 11:30am ET. Watch live: http://t.co/Nx…" "ginaoliveirasa" TRUE FALSE 1417909011
"19" "541375739392954368" "RT @Oracle: RT @OracleTeamUSA: Just announced: The 35th #AmericasCup to be held in June 2017 in Bermuda. #OracleTeamUSA" "ginaoliveirasa" TRUE FALSE 1417909009
"20" "541375731302141952" "RT @Oracle: .@OracleAcademy &amp; @Oracle Women's Leadership teach high school girls @Java using #Alice in Bucharest, Romania. http://t.co/u0Li…" "ginaoliveirasa" TRUE FALSE 1417909007
"21" "541375719612633088" "RT @Oracle: Which gadgets are predicted to be the top electronics among consumers? #holidayshopping http://t.co/9K6XM9Bsqm http://t.co/gvhJ…" "ginaoliveirasa" TRUE FALSE 1417909004
"22" "541375708157997056" "RT @Oracle: #Oracle is advancing education, protecting the environment, &amp; enriching community life. #GivingTuesday http://t.co/Ml9T3wabUj" "ginaoliveirasa" TRUE FALSE 1417909001
"23" "541375695394713600" "RT @Oracle: Kids are coding: animations, modifying Minecraft, building LEGO Mindstorms, all in #Java - http://t.co/7nroi4LBS0 via @Oracleja…" "ginaoliveirasa" TRUE FALSE 1417908998
"24" "541375671009034240" "RT @Oracle: How does building a #cloud strategy w/ engineered systems enable organizations to be more agile, lean &amp; efficient? http://t.co/…" "ginaoliveirasa" TRUE FALSE 1417908992
"25" "541375652210151425" "RT @Oracle: 5 tips to transform your #CustomerService from okay to outstanding - http://t.co/eAHXZ682qC via @Forbes" "ginaoliveirasa" TRUE FALSE 1417908988
"26" "541375615681970176" "RT @Oracle: Engineered Systems: thinking beyond the box, a special report via @OracleProfit - http://t.co/ie9FuFoipI" "ginaoliveirasa" TRUE FALSE 1417908979
"27" "541375601966596096" "RT @Oracle: #Oracle and @Forbes surveyed 300+ Executives to learn how they're modernizing #CustomerService - http://t.co/OTqIPeLVvD" "ginaoliveirasa" TRUE FALSE 1417908976
"28" "541375586342813696" "RT @Oracle: #Cloud was the story at #OOW14, and the conversation continues: http://t.co/6Jt3l2Uq4m via @oraclecloudzone" "ginaoliveirasa" TRUE FALSE 1417908972
"29" "541368993718603776" "CDSi is a proud @Oracle partner and our clients leverage our expertise in all of their #applications and technology http://t.co/lmH4Wyf5Ci" "CDSi_USA" FALSE FALSE 1417907400
"30" "541365971898740736" "4 Attributes of Your Next Content Marketing Superstar - http://t.co/m0SisUqF1S via @Oracle" "Leadspace" FALSE FALSE 1417906680
"31" "541361264757198848" "@bcantrill sadly it appears one does not need to work @oracle to treat nodejs contributors the way it treated hudson/jenkins ones." "goodwillbits" FALSE FALSE 1417905558
"32" "541361110180323328" "RT @paragochannel: .@Oracle Seeking New #ChannelChief As Geraffo Moves To North America Sales Post http://t.co/uID81SdtoT via @CRN #Channel…" "Channel_Event" TRUE FALSE 1417905521
"33" "541350872765063168" "Off to see the @Oracle patching wizard: http://t.co/Z2nOy6QD5h" "SearchOracle" FALSE FALSE 1417903080
"34" "541337514510802944" "RT @Yeager_Steve: \"Why Application Unlimited is a good strategy for @Oracle customers and Oracle:\" http://t.co/kdvmLXrAKG via @holgermu in …" "holgermu" TRUE FALSE 1417899895
"35" "541336908954349568" "RT @bcantrill: @kjjaeger @tommymessbauer @Oracle @joyent Which I would do again -- in a heartbeat. (Part of why this rumor is beyond absurd…" "fredericalix" TRUE FALSE 1417899751
"36" "541334766377660416" "The seven deadly sins that lead to an @Oracle #audit: http://t.co/R5LnNBSE0S" "SearchOracle" FALSE FALSE 1417899240
"37" "541334489042284545" "@kjjaeger @tommymessbauer @Oracle @joyent Which I would do again -- in a heartbeat. (Part of why this rumor is beyond absurd.)" "bcantrill" FALSE FALSE 1417899174
"38" "541322069066383360" "RT @Oracle: Engineered Systems: thinking beyond the box, a special report via @OracleProfit - http://t.co/ie9FuFoipI" "MarkWMorales" TRUE FALSE 1417896213
"39" "541315123458359296" "RT @Oracle: 5 tips to transform your #CustomerService from okay to outstanding - http://t.co/eAHXZ682qC via @Forbes" "veronicaip13" TRUE FALSE 1417894557
"40" "541302761418018816" "@tommymessbauer @Oracle @joyent I figured that was the case, but I would laugh a lot if it happened and Cantrill had to quit Oracle - again!" "kjjaeger" FALSE FALSE 1417891609
"41" "541302607177080832" "RT @WebCenterSpeak: Redstone Achieves Platinum Partner Level!
http://t.co/ZRcR9fJ9bK @Oracle @OracleBlogs @oraclewebcenter #WebCenter" "jasonstortz" TRUE FALSE 1417891573
"42" "541300454320128000" "RT @Oracle: #Cloud was the story at #OOW14, and the conversation continues: http://t.co/6Jt3l2Uq4m via @oraclecloudzone" "PauloManzato" TRUE FALSE 1417891059
"43" "541290721752252417" "@kjjaeger @Oracle @joyent \"a day\" = and" "tommymessbauer" FALSE FALSE 1417888739
"44" "541289435724136448" "@kjjaeger @Oracle @joyent Oracle a day joyent is a dirty rumor at this point.  We'll have to see what happens." "tommymessbauer" FALSE FALSE 1417888432
"45" "541286014162313216" "RT @rwang0: Join me @Oracle #CloudWorld to learn how to use the #cloud and #disruptivetech to transform your org. http://t.co/knCyUsgEfS" "Darrengier" TRUE FALSE 1417887617
"46" "541283636931080193" "Join me @Oracle #CloudWorld to learn how to use the #cloud and #disruptivetech to transform your org. http://t.co/knCyUsgEfS" "rwang0" FALSE FALSE 1417887050
"47" "541265039496212480" "@tommymessbauer @Oracle @joyent There would need to be a fork of #SmartOS too, which would be kind of funny considering how it started." "kjjaeger" FALSE FALSE 1417882616
"48" "541260280941281281" "\"Why Application Unlimited is a good strategy for @Oracle customers and Oracle:\" http://t.co/kdvmLXrAKG via @holgermu in the blogosphere..." "Yeager_Steve" FALSE FALSE 1417881481
"49" "541257585455022080" "vulnerabilities have been discovered in #OpenJDK, an implementation of the @Oracle #Java platform #Debian #Linux https://t.co/JY71wds45G" "CDButler" FALSE FALSE 1417880839
"50" "541255093807349760" "@Oracle when people set the Java updater to not update automatically, they actually mean it. They don't want the prompt all the time. Uninst" "Calicranstunson" FALSE FALSE 1417880245
"51" "541246178705158144" "RT @Oracle: Kids are coding: animations, modifying Minecraft, building LEGO Mindstorms, all in #Java - http://t.co/7nroi4LBS0 via @Oracleja…" "CodeTheTown" TRUE FALSE 1417878119
"52" "541237164487766016" "RT @servpartnerjobs: Oracle Direct is hiring Sales Consultants in Dublin and Malaga! via @oracle http://t.co/unHQxHiUZn #oracle http://t.co…" "blisslogixIT" TRUE FALSE 1417875970
"53" "541235899032297475" "Oracle Direct is hiring Sales Consultants in Dublin and Malaga! via @oracle http://t.co/unHQxHiUZn #oracle http://t.co/kaIvAVsJzs" "servpartnerjobs" FALSE FALSE 1417875668
"54" "541235029158805505" "RT @Oracle: #Cloud was the story at #OOW14, and the conversation continues: http://t.co/6Jt3l2Uq4m via @oraclecloudzone" "OracleLover0" TRUE FALSE 1417875461
"55" "541227562362740736" "Join @rwang0 at Oracle CloudWorld to learn how to use #disruptivetech to transform your organization. http://t.co/EKqYM4kwtm #cloud @oracle" "ConstellationRG" FALSE FALSE 1417873681
"56" "541227562098524160" "Join @rwang0 at Oracle CloudWorld to learn how to use #disruptivetech to transform your organization. http://t.co/q3oYuEq3Dt #cloud @oracle" "courtneysato" FALSE FALSE 1417873680
"57" "541225714163265536" "Rumor has it @Oracle is buying @joyent.  I am so happy io.js happened.  Java was such a more open exciting env in the Sun days." "tommymessbauer" FALSE FALSE 1417873240
"58" "541218650296827905" "RT @Oracle: #Cloud was the story at #OOW14, and the conversation continues: http://t.co/6Jt3l2Uq4m via @oraclecloudzone" "HEUG_EMEA" TRUE FALSE 1417871556
"59" "541210909151354880" "RT @Oracle: #Cloud was the story at #OOW14, and the conversation continues: http://t.co/6Jt3l2Uq4m via @oraclecloudzone" "MartineStabile" TRUE FALSE 1417869710
"60" "541209219689873409" "@Oracle java EE7 tutorial seems to be down? 404 all over the place..." "MichelSchudel" FALSE FALSE 1417869307
"61" "541199667972022272" "RT @Oracle: #Cloud was the story at #OOW14, and the conversation continues: http://t.co/6Jt3l2Uq4m via @oraclecloudzone" "WorldRanks" TRUE FALSE 1417867030
"62" "541197546249789440" "@GinsbergIO can't -off to Silicon Valley with @theSaltireF 2 meet @google @Oracle @HeidiRoizen and others. Any questions you want me to ask?" "ktmcnl" FALSE FALSE 1417866524
"63" "541177885839855616" "RT @krissaether: This week @Oracle #ISV day #Oslo we saw combination of @OracleBITech and @XaitPorter by @RightBi - number and human analyt…" "bellylie" TRUE FALSE 1417861837
"64" "541170277225205762" "Stay plugged in, without being tied down. @Oracle #Mobile. Simply Connected. [#video] http://t.co/NFdUX5xiw2 http://t.co/UAeCYKloGL" "d_vermeij" FALSE FALSE 1417860023
"65" "541168549121638400" "Stay plugged in, without being tied down. @Oracle #Mobile. Simply Connected. [#video] http://t.co/hKF84khBFJ http://t.co/XPO33ExdbN" "hvanabswoude" FALSE FALSE 1417859611
"66" "541163778084466689" "Exhausted after a dreadful week due to Ebola, business travel, &amp; the useless, lying cunts @Oracle Not moving very much today" "parlow72" FALSE FALSE 1417858473
